batch_id,production_date,plant_id,machine_id,glass_type,thickness_mm,furnace_temperature_c,cooling_time_sec,pressure_bar,line_speed_mps,raw_material_quality,operator_shift,energy_consumption_kwh,produced_units,defect_rate,defect_flag,packing_delay_min,shipment_status
578,2024-07-10,Plant_A,M1,Laminated,10.11,1487.1,115.35,1.37,2.45,0.99,Day,1037.54,330,0.0,0,15.46,Delayed
579,2024-01-27,Plant_A,M1,Tempered,6.5,1554.6,119.59,2.15,5.84,0.86,Night,905.65,464,0.025,1,58.65,On-Time
580,2024-05-02,Plant_A,M2,Float,10.53,1545.17,74.85,3.41,3.05,0.86,Day,1194.97,590,0.0,0,59.42,On-Time
581,2024-03-13,Plant_A,M2,Laminated,8.11,1564.33,45.34,2.54,4.12,0.83,Night,1281.78,920,0.054,1,47.64,On-Time
582,2024-10-11,Plant_B,M4,Laminated,7.76,1469.5,60.79,4.24,3.14,0.77,Night,1004.5,363,0.033,1,0.55,Delayed
583,2024-07-31,Plant_A,M2,Laminated,8.48,1354.78,117.03,3.28,8.77,0.74,Day,1069.21,912,0.0,0,34.99,On-Time
584,2024-05-23,Plant_A,M2,Tempered,9.18,1529.57,63.48,1.37,5.12,0.82,Night,1367.06,964,0.0,0,58.0,On-Time
585,2024-10-07,Plant_A,M2,Laminated,11.58,1462.48,110.6,4.87,4.99,0.8,Night,1026.09,568,0.072,1,16.41,On-Time
586,2024-11-16,Plant_A,M4,Float,9.36,1437.69,34.65,1.2,4.48,0.81,Day,815.63,677,0.0,0,19.24,On-Time
587,2024-02-02,Plant_B,M3,Float,3.92,1433.95,81.89,4.93,3.17,0.9,Night,1215.98,531,0.065,1,5.31,On-Time
588,2024-07-22,Plant_B,M1,Laminated,8.77,1393.82,35.77,3.38,7.66,0.76,Night,1341.62,226,0.0,0,50.63,Delayed
589,2024-01-03,Plant_B,M2,Tempered,6.6,1477.88,115.8,1.29,2.79,0.8,Day,1120.23,360,0.0,0,7.54,Delayed
590,2024-01-14,Plant_A,M1,Laminated,4.9,1482.94,51.49,1.85,4.7,0.91,Night,717.45,780,0.0,0,23.46,On-Time
591,2024-02-25,Plant_B,M2,Laminated,11.76,1443.14,75.53,4.11,8.72,0.95,Night,859.68,319,0.0,0,18.77,Delayed
592,2024-11-03,Plant_A,M1,Laminated,2.61,1455.36,93.14,1.04,4.68,0.8,Day,1193.38,947,0.0,0,18.25,Delayed
593,2024-09-06,Plant_B,M2,Tempered,10.12,1476.72,95.43,3.77,9.89,0.77,Day,1162.32,473,0.0,0,54.91,On-Time
594,2024-12-29,Plant_B,M2,Laminated,3.56,1410.6,97.66,3.27,3.47,0.84,Night,833.78,348,0.0,0,53.34,On-Time
595,2024-08-05,Plant_A,M3,Float,7.69,1516.21,34.6,1.93,5.43,0.79,Night,681.76,980,0.0,0,19.37,Delayed
596,2024-10-15,Plant_B,M3,Float,4.58,1613.91,71.76,1.53,9.35,0.96,Night,1207.62,890,0.0,0,46.55,Delayed
597,2024-01-16,Plant_B,M4,Float,10.08,1479.49,87.95,4.34,6.2,0.89,Night,958.36,502,0.058,1,2.06,On-Time
598,2024-05-20,Plant_B,M4,Float,8.39,1514.22,37.33,2.74,3.63,0.86,Night,633.42,478,0.0,0,47.7,On-Time
599,2024-10-17,Plant_A,M4,Tempered,3.63,1503.94,72.05,1.43,6.85,0.96,Day,1328.19,739,0.0,0,4.52,On-Time
600,2024-08-13,Plant_B,M4,Float,3.12,1552.7,34.44,2.03,2.22,0.78,Day,885.06,694,0.0,0,36.62,Delayed
601,2024-08-21,Plant_A,M3,Tempered,10.35,1468.83,96.23,2.1,6.75,0.8,Day,1497.67,433,0.0,0,16.75,On-Time
602,2024-05-04,Plant_A,M3,Laminated,11.31,1516.92,32.22,3.79,7.53,0.95,Day,1474.44,936,0.0,0,3.92,Delayed
603,2024-07-30,Plant_B,M1,Tempered,10.22,1566.52,41.55,3.6,9.84,0.97,Day,939.13,310,0.0,0,21.74,On-Time
604,2024-05-17,Plant_A,M4,Float,10.26,1566.05,93.13,2.84,1.5,0.83,Night,969.02,844,0.094,1,38.47,Delayed
605,2024-03-24,Plant_B,M4,Laminated,5.12,1462.65,117.53,2.44,5.3,0.81,Night,1182.51,248,0.0,0,42.92,On-Time
606,2024-08-17,Plant_B,M2,Float,4.68,1502.18,58.41,1.5,6.9,0.71,Day,1097.68,888,0.0,0,53.45,Delayed
607,2024-07-29,Plant_B,M3,Tempered,6.49,1459.87,90.37,4.29,3.2,0.83,Night,1338.84,593,0.0,0,14.59,Delayed
608,2024-08-20,Plant_A,M4,Laminated,7.51,1496.14,47.32,1.41,9.2,0.95,Day,1260.03,474,0.0,0,50.62,On-Time
609,2024-03-10,Plant_B,M4,Laminated,6.38,1529.84,38.22,4.03,6.24,0.76,Day,688.23,292,0.027,1,3.42,Delayed
610,2024-05-07,Plant_B,M1,Float,7.88,1398.82,105.63,1.07,1.44,0.87,Night,1319.5,719,0.0,0,20.98,Delayed
611,2024-05-13,Plant_A,M3,Float,7.96,1537.35,82.27,3.97,7.08,0.76,Day,852.48,723,0.0,0,7.79,On-Time
612,2024-11-04,Plant_A,M4,Tempered,8.76,1569.93,107.27,4.85,6.66,0.76,Night,605.65,417,0.083,1,34.73,Delayed
613,2024-06-18,Plant_A,M2,Laminated,8.18,1535.36,105.1,1.22,7.73,0.96,Day,786.14,482,0.0,0,18.85,On-Time
614,2024-01-17,Plant_A,M2,Tempered,11.58,1548.96,33.01,3.32,2.5,0.91,Night,675.89,415,0.0,0,29.66,On-Time
615,2024-11-07,Plant_B,M4,Tempered,11.15,1476.96,98.31,3.0,9.21,0.74,Day,1145.93,864,0.0,0,9.41,Delayed
616,2024-02-21,Plant_A,M4,Float,8.83,1481.33,83.43,4.02,3.79,0.83,Night,905.47,469,0.0,0,17.53,Delayed
617,2024-01-30,Plant_B,M4,Float,4.95,1543.43,52.71,4.66,3.39,0.97,Night,603.48,468,0.0,0,54.42,On-Time
618,2024-02-08,Plant_A,M2,Laminated,3.69,1402.22,117.15,2.81,9.51,0.9,Night,801.59,932,0.0,0,18.22,On-Time
619,2024-08-04,Plant_B,M2,Float,2.93,1567.93,42.72,1.52,6.79,0.76,Day,597.61,837,0.025,1,55.42,On-Time
620,2024-03-05,Plant_B,M4,Tempered,10.21,1482.29,61.87,3.62,5.84,0.9,Day,1182.67,862,0.0,0,15.97,Delayed
621,2024-06-12,Plant_B,M4,Float,2.39,1548.63,81.25,4.33,9.92,0.75,Day,1191.78,632,0.0,0,58.8,Delayed
622,2024-01-08,Plant_A,M3,Laminated,11.86,1494.47,91.8,1.97,8.19,0.73,Day,1280.7,218,0.092,1,22.97,Delayed
623,2024-10-10,Plant_B,M1,Float,8.31,1413.88,57.93,4.05,9.43,0.98,Day,674.78,980,0.0,0,44.25,On-Time
624,2024-06-30,Plant_B,M1,Tempered,4.53,1403.34,36.06,2.07,9.21,0.89,Day,1221.05,782,0.0,0,43.16,Delayed
625,2024-02-16,Plant_A,M1,Laminated,2.28,1572.49,43.15,4.29,3.12,0.9,Day,905.2,667,0.0,0,6.45,Delayed
626,2024-09-17,Plant_A,M1,Laminated,2.17,1428.69,111.86,2.08,8.38,1.0,Night,711.43,417,0.0,0,39.77,Delayed
627,2024-04-17,Plant_B,M4,Float,11.65,1500.3,101.56,1.54,9.8,0.99,Night,663.73,656,0.0,0,6.01,On-Time
628,2024-09-11,Plant_A,M3,Tempered,4.72,1542.93,103.44,2.51,1.8,0.8,Day,1481.38,751,0.0,0,24.97,Delayed
629,2024-09-27,Plant_A,M3,Tempered,3.67,1483.07,35.1,1.48,6.23,0.98,Night,996.74,780,0.0,0,26.75,On-Time
630,2024-09-06,Plant_A,M3,Tempered,9.09,1491.39,95.87,1.7,4.25,0.89,Night,570.7,416,0.0,0,32.09,Delayed
631,2024-07-17,Plant_A,M4,Laminated,11.96,1567.27,68.89,4.19,6.36,0.97,Night,910.94,728,0.064,1,37.8,Delayed
632,2024-10-12,Plant_A,M1,Laminated,6.17,1494.58,42.99,1.37,1.15,0.96,Day,736.47,840,0.0,0,44.16,On-Time
633,2024-10-13,Plant_A,M1,Float,5.2,1437.33,116.38,4.41,8.77,0.82,Night,1262.36,850,0.023,1,0.52,On-Time
634,2024-05-03,Plant_B,M1,Tempered,2.2,1501.12,82.79,2.82,5.66,0.7,Night,922.69,491,0.0,0,26.56,On-Time
635,2024-07-05,Plant_B,M1,Tempered,9.32,1533.58,82.96,1.84,3.13,0.89,Night,1329.94,912,0.0,0,15.5,Delayed
636,2024-03-25,Plant_B,M1,Laminated,10.67,1471.37,90.23,2.79,5.39,0.76,Day,1126.8,493,0.042,1,59.74,Delayed
637,2024-01-14,Plant_B,M1,Float,6.8,1638.44,112.51,4.2,5.06,0.92,Night,1086.24,318,0.0,0,11.54,On-Time
638,2024-02-10,Plant_A,M2,Laminated,6.64,1470.33,52.12,4.66,4.02,0.99,Night,1033.06,349,0.0,0,32.58,On-Time
639,2024-09-08,Plant_A,M1,Float,3.29,1460.02,86.07,2.79,8.0,0.77,Day,664.57,629,0.0,0,55.6,On-Time
640,2024-12-25,Plant_B,M4,Laminated,9.1,1487.61,67.7,3.07,1.76,1.0,Night,1166.41,534,0.0,0,35.15,On-Time
641,2024-07-18,Plant_A,M3,Tempered,3.09,1437.1,94.58,4.11,7.06,0.88,Night,1392.47,936,0.0,0,19.85,Delayed
642,2024-07-23,Plant_B,M2,Laminated,4.48,1536.58,118.92,2.56,7.59,0.91,Day,712.08,874,0.0,0,16.88,Delayed
643,2024-10-07,Plant_B,M1,Tempered,6.11,1436.43,30.64,3.72,8.43,0.74,Night,659.67,618,0.0,0,36.98,Delayed
644,2024-02-13,Plant_B,M4,Float,2.45,1437.64,86.03,2.24,4.32,0.93,Day,1310.94,890,0.0,0,56.83,On-Time
645,2024-03-19,Plant_B,M3,Float,6.06,1495.38,110.78,4.63,1.79,0.98,Day,1325.53,494,0.0,0,12.05,Delayed
646,2024-01-24,Plant_B,M4,Float,10.05,1577.82,106.51,2.16,9.57,0.71,Night,649.91,294,0.0,0,34.55,On-Time
647,2024-07-10,Plant_A,M1,Laminated,8.45,1501.88,113.9,3.66,8.4,0.7,Night,1042.02,582,0.0,0,29.94,Delayed
648,2024-08-07,Plant_B,M1,Laminated,2.72,1486.32,91.6,3.01,7.89,0.85,Night,649.38,832,0.0,0,10.34,On-Time
649,2024-11-13,Plant_B,M2,Tempered,10.72,1445.8,116.61,3.07,1.66,0.89,Day,753.2,206,0.0,0,49.07,On-Time
650,2024-04-14,Plant_A,M1,Tempered,11.79,1517.89,75.17,2.82,7.78,0.74,Day,1046.92,582,0.0,0,5.37,On-Time
651,2024-07-15,Plant_A,M2,Laminated,6.18,1529.23,41.6,3.88,1.91,0.89,Night,856.07,470,0.081,1,14.02,Delayed
652,2024-12-03,Plant_B,M1,Float,8.39,1481.49,51.21,3.85,8.86,0.74,Night,1366.6,377,0.0,0,7.63,Delayed
653,2024-03-01,Plant_A,M4,Laminated,6.28,1524.84,98.3,1.42,5.56,0.94,Night,1436.16,770,0.0,0,57.02,Delayed
654,2024-11-27,Plant_B,M2,Float,7.36,1457.95,65.48,4.39,5.44,0.84,Day,990.31,322,0.086,1,49.92,On-Time
655,2024-12-21,Plant_B,M3,Tempered,6.04,1494.93,81.55,1.95,8.15,0.85,Day,834.05,667,0.0,0,14.33,On-Time
656,2024-03-15,Plant_A,M1,Float,11.49,1395.37,57.46,1.68,5.15,0.79,Night,535.16,416,0.0,0,32.65,Delayed
657,2024-09-08,Plant_A,M3,Float,7.52,1462.46,116.9,2.51,3.32,0.77,Day,957.76,450,0.0,0,12.36,On-Time
658,2024-03-31,Plant_B,M1,Tempered,9.09,1397.8,31.9,2.68,7.98,0.8,Night,1063.74,442,0.0,0,44.52,On-Time
659,2024-09-11,Plant_B,M2,Tempered,2.52,1482.24,108.7,2.41,7.5,0.8,Night,1405.91,677,0.021,1,10.71,On-Time
660,2024-11-04,Plant_A,M1,Laminated,6.93,1520.74,37.37,1.78,9.49,0.99,Day,876.26,630,0.0,0,32.69,Delayed
661,2024-01-23,Plant_B,M3,Float,4.7,1550.33,119.02,2.06,7.05,0.72,Night,613.65,889,0.01,1,59.97,Delayed
662,2024-09-01,Plant_A,M2,Tempered,10.02,1564.11,100.81,3.04,3.7,0.75,Day,784.67,791,0.044,1,45.38,On-Time
663,2024-08-14,Plant_B,M4,Tempered,7.4,1490.08,113.99,3.55,8.22,0.84,Night,861.67,711,0.0,0,52.56,Delayed
664,2024-08-19,Plant_A,M1,Laminated,9.83,1455.91,45.13,3.05,5.39,0.89,Day,1446.19,649,0.0,0,32.41,On-Time
665,2024-07-03,Plant_B,M3,Tempered,2.5,1466.14,105.25,1.62,3.71,0.77,Night,872.31,683,0.0,0,29.34,Delayed
666,2024-01-24,Plant_A,M1,Tempered,6.07,1520.78,118.79,1.22,2.28,0.72,Night,1125.84,742,0.015,1,50.19,Delayed
667,2024-03-08,Plant_B,M4,Float,7.12,1629.72,45.37,1.79,3.87,0.88,Day,710.12,524,0.0,0,58.21,Delayed
668,2024-02-15,Plant_B,M2,Float,2.22,1556.88,102.24,4.15,3.67,0.74,Day,645.63,852,0.073,1,38.57,Delayed
669,2024-03-18,Plant_B,M2,Laminated,9.83,1508.58,44.03,1.97,8.58,0.76,Night,572.52,418,0.0,0,24.15,Delayed
670,2024-11-06,Plant_B,M1,Laminated,11.2,1519.55,88.52,1.36,9.53,0.78,Night,837.21,733,0.0,0,3.07,Delayed
671,2024-04-25,Plant_B,M2,Tempered,6.97,1487.29,61.56,4.09,8.23,0.75,Night,866.55,749,0.044,1,9.08,On-Time
672,2024-06-26,Plant_B,M4,Float,9.98,1451.66,93.65,1.76,4.3,0.73,Day,1128.21,401,0.0,0,59.16,On-Time
673,2024-08-07,Plant_B,M2,Laminated,9.81,1566.6,112.02,3.22,2.57,0.81,Day,1343.14,981,0.0,0,39.04,On-Time
674,2024-06-25,Plant_A,M1,Tempered,10.67,1406.95,110.46,4.68,1.85,0.86,Night,1240.51,850,0.0,0,36.4,On-Time
675,2024-03-21,Plant_B,M3,Float,3.67,1532.64,37.75,2.86,2.57,0.8,Night,518.08,664,0.0,0,32.99,On-Time
676,2024-06-27,Plant_A,M4,Laminated,8.2,1544.11,89.71,4.35,2.94,0.74,Night,1351.54,455,0.024,1,58.49,Delayed
677,2024-02-21,Plant_A,M3,Float,10.43,1519.46,38.76,2.21,6.74,0.81,Night,1428.37,568,0.0,0,32.96,On-Time
678,2024-10-23,Plant_A,M1,Float,7.91,1500.04,88.75,2.02,4.28,0.95,Day,694.94,484,0.0,0,33.76,Delayed
679,2024-10-17,Plant_A,M1,Float,9.62,1454.14,81.19,4.47,4.89,0.99,Day,952.22,205,0.0,0,23.37,On-Time
680,2024-08-19,Plant_A,M3,Float,11.52,1533.49,58.77,4.47,8.93,0.81,Night,583.26,371,0.0,0,18.69,On-Time
681,2024-06-19,Plant_B,M2,Laminated,9.83,1463.65,100.01,2.53,4.99,0.81,Night,867.34,419,0.0,0,48.53,On-Time
682,2024-10-24,Plant_A,M1,Tempered,5.62,1358.53,77.18,3.68,3.42,0.78,Night,1433.41,450,0.0,0,34.63,On-Time
683,2024-05-07,Plant_B,M4,Tempered,8.48,1504.21,75.86,3.18,4.23,0.72,Day,693.34,704,0.0,0,24.52,On-Time
684,2024-09-28,Plant_A,M4,Tempered,6.67,1483.24,34.74,1.15,7.45,0.86,Day,1008.71,223,0.0,0,44.69,On-Time
685,2024-01-26,Plant_B,M3,Tempered,3.68,1491.38,55.77,1.99,6.81,0.9,Day,1324.52,748,0.0,0,4.39,On-Time
686,2024-05-25,Plant_B,M2,Float,4.74,1432.0,118.2,3.39,7.39,0.7,Day,1018.21,614,0.0,0,34.15,On-Time
687,2024-07-09,Plant_B,M3,Laminated,11.21,1502.14,71.24,4.78,7.06,0.72,Day,965.73,983,0.0,0,28.19,On-Time
688,2024-01-21,Plant_B,M2,Tempered,6.55,1524.71,82.39,2.43,2.48,0.85,Night,1330.2,356,0.0,0,20.3,On-Time
689,2024-05-14,Plant_B,M3,Tempered,11.36,1511.62,77.7,1.11,3.22,0.84,Day,1128.5,519,0.0,0,44.56,Delayed
690,2024-05-29,Plant_B,M3,Tempered,4.8,1545.07,80.85,1.35,4.72,0.93,Day,1193.4,841,0.0,0,16.67,Delayed
691,2024-11-21,Plant_A,M3,Float,6.98,1466.79,107.13,3.74,8.94,0.76,Day,1373.36,528,0.0,0,53.32,Delayed
692,2024-08-24,Plant_A,M4,Tempered,5.29,1404.69,58.31,3.05,9.47,0.71,Night,852.23,999,0.0,0,23.76,Delayed
693,2024-10-05,Plant_B,M2,Float,3.99,1404.9,112.39,4.05,5.55,1.0,Night,965.28,592,0.015,1,15.74,On-Time
694,2024-05-25,Plant_B,M2,Tempered,6.36,1437.51,44.12,4.79,7.9,0.78,Day,1090.8,687,0.0,0,56.48,On-Time
695,2024-08-16,Plant_B,M2,Laminated,10.82,1577.18,80.59,3.21,2.03,0.74,Night,1029.53,733,0.034,1,1.26,Delayed
696,2024-06-26,Plant_B,M1,Float,9.23,1504.27,32.92,3.38,5.85,0.99,Night,984.21,766,0.0,0,33.1,Delayed
697,2024-05-25,Plant_B,M3,Float,10.41,1531.35,47.21,3.46,4.65,0.71,Night,847.29,664,0.0,0,41.17,Delayed
698,2024-01-02,Plant_B,M3,Float,11.49,1486.15,54.12,4.25,1.5,0.86,Night,570.55,741,0.0,0,45.98,Delayed
699,2024-05-05,Plant_B,M2,Tempered,8.58,1524.17,117.2,3.86,9.32,0.86,Day,617.06,662,0.0,0,7.61,Delayed
700,2024-12-26,Plant_A,M3,Tempered,7.92,1553.06,73.42,3.49,1.09,0.76,Night,991.33,213,0.096,1,23.02,On-Time
701,2024-06-29,Plant_B,M3,Float,6.24,1537.45,56.9,2.64,2.96,0.99,Night,630.63,884,0.0,0,1.55,On-Time
702,2024-10-24,Plant_A,M4,Tempered,4.22,1577.47,100.24,1.8,1.72,0.84,Night,509.97,277,0.0,0,48.46,On-Time
703,2024-12-13,Plant_A,M1,Laminated,9.71,1483.15,100.46,4.38,8.19,0.85,Day,732.9,242,0.0,0,43.63,Delayed
704,2024-02-11,Plant_B,M4,Float,11.81,1506.9,44.01,1.9,2.91,0.94,Night,686.91,492,0.0,0,59.91,Delayed
705,2024-05-20,Plant_A,M1,Tempered,2.25,1478.76,105.75,3.22,9.11,0.98,Day,509.1,945,0.0,0,15.02,On-Time
706,2024-07-05,Plant_B,M3,Float,8.69,1552.9,109.94,2.84,6.46,0.76,Day,1304.97,747,0.0,0,16.12,On-Time
707,2024-06-05,Plant_B,M1,Laminated,6.95,1505.98,75.25,1.58,4.98,0.8,Night,1021.83,390,0.0,0,0.51,Delayed
708,2024-07-25,Plant_A,M2,Tempered,9.61,1458.13,94.17,2.47,1.48,0.93,Night,1455.18,747,0.0,0,19.41,On-Time
709,2024-09-22,Plant_A,M2,Float,3.84,1442.56,62.06,3.79,6.04,0.82,Day,920.25,948,0.0,0,0.35,On-Time
710,2024-05-19,Plant_A,M3,Laminated,2.79,1512.8,109.31,1.31,7.36,0.98,Day,770.68,738,0.0,0,34.14,Delayed
711,2024-09-10,Plant_B,M2,Float,10.82,1512.72,66.93,2.88,1.44,0.76,Day,1290.51,968,0.0,0,18.1,Delayed
712,2024-11-03,Plant_A,M3,Tempered,5.84,1468.91,106.9,4.0,3.45,0.74,Night,752.0,912,0.093,1,34.9,Delayed
713,2024-11-02,Plant_B,M3,Laminated,7.33,1414.54,102.64,3.09,2.05,0.74,Day,1036.86,571,0.0,0,18.5,Delayed
714,2024-02-28,Plant_A,M3,Laminated,10.7,1561.49,98.77,1.99,1.33,0.73,Night,1228.49,439,0.028,1,22.28,Delayed
715,2024-11-29,Plant_A,M3,Float,7.02,1471.28,66.57,2.94,5.87,0.95,Day,671.68,260,0.0,0,41.57,Delayed
716,2024-02-06,Plant_A,M3,Float,7.56,1516.74,92.96,2.65,2.25,0.9,Day,1024.67,313,0.0,0,20.28,Delayed
717,2024-09-23,Plant_A,M2,Tempered,11.07,1460.18,70.48,4.03,8.15,0.85,Night,1394.75,602,0.0,0,24.64,Delayed
718,2024-01-23,Plant_B,M4,Tempered,10.99,1508.39,110.66,3.74,8.73,0.73,Night,1364.99,358,0.0,0,10.7,On-Time
719,2024-11-26,Plant_B,M3,Float,4.39,1423.65,58.85,1.54,3.67,0.87,Day,941.85,541,0.0,0,44.79,Delayed
720,2024-08-10,Plant_B,M3,Tempered,10.94,1474.83,98.11,2.33,7.7,0.75,Day,630.32,681,0.0,0,48.46,Delayed
721,2024-05-10,Plant_A,M4,Tempered,4.46,1518.05,52.79,3.22,5.75,0.9,Night,733.19,476,0.0,0,18.56,On-Time
722,2024-03-01,Plant_A,M1,Laminated,8.94,1548.41,31.45,2.49,4.17,0.86,Night,572.74,794,0.0,0,13.07,Delayed
723,2024-08-23,Plant_B,M1,Laminated,8.77,1513.85,96.68,3.65,4.2,0.94,Night,794.7,681,0.0,0,44.72,Delayed
724,2024-08-12,Plant_A,M2,Tempered,5.79,1567.87,57.25,2.84,8.36,0.98,Day,1045.08,518,0.0,0,54.2,On-Time
725,2024-05-15,Plant_A,M1,Laminated,2.99,1538.22,104.14,4.43,4.74,0.73,Night,937.78,274,0.031,1,17.47,Delayed
726,2024-02-11,Plant_A,M4,Tempered,9.72,1450.98,36.8,4.31,4.85,0.88,Day,589.65,469,0.0,0,5.38,On-Time
727,2024-11-30,Plant_A,M4,Tempered,11.62,1490.99,50.12,4.73,4.1,0.75,Day,1063.16,931,0.0,0,0.23,Delayed
728,2024-06-25,Plant_B,M1,Laminated,4.38,1568.57,114.46,1.68,2.02,0.87,Night,1361.84,495,0.0,0,59.67,On-Time
729,2024-04-12,Plant_B,M2,Float,8.79,1419.52,80.21,2.22,1.78,0.7,Day,949.58,579,0.0,0,34.34,On-Time
730,2024-07-23,Plant_B,M2,Tempered,11.99,1465.13,55.82,2.12,2.44,0.75,Night,785.19,328,0.081,1,54.35,On-Time
731,2024-09-24,Plant_B,M1,Tempered,11.75,1521.75,59.54,1.45,8.83,0.89,Night,664.73,665,0.0,0,17.24,Delayed
732,2024-03-20,Plant_B,M3,Float,9.37,1484.73,70.81,4.96,1.49,0.81,Night,981.9,455,0.0,0,18.96,On-Time
733,2024-09-03,Plant_A,M2,Tempered,9.29,1520.4,79.55,4.3,3.73,0.82,Day,816.91,640,0.0,0,17.13,On-Time
734,2024-02-22,Plant_A,M4,Tempered,11.62,1517.75,58.16,1.39,5.74,0.72,Night,610.54,217,0.0,0,27.86,On-Time
735,2024-06-19,Plant_B,M2,Laminated,6.33,1532.13,68.37,2.33,3.85,0.93,Day,552.07,709,0.0,0,47.73,On-Time
736,2024-12-31,Plant_A,M1,Laminated,6.77,1540.21,41.78,1.94,9.39,0.96,Night,1209.79,933,0.053,1,31.22,On-Time
737,2024-01-25,Plant_B,M4,Laminated,11.75,1473.78,49.22,3.7,4.65,0.98,Day,589.01,493,0.0,0,55.11,Delayed
738,2024-10-16,Plant_B,M3,Float,11.04,1526.94,44.09,2.47,6.57,0.75,Day,1468.02,578,0.0,0,10.02,On-Time
739,2024-02-08,Plant_B,M2,Tempered,3.21,1482.24,70.4,3.4,1.65,0.77,Day,1431.49,716,0.0,0,46.88,On-Time
740,2024-07-09,Plant_B,M3,Float,2.19,1435.02,59.43,3.51,3.48,0.97,Night,1133.89,374,0.0,0,54.54,Delayed
741,2024-12-08,Plant_B,M4,Laminated,11.58,1503.11,57.3,2.57,2.62,0.87,Night,1457.98,451,0.0,0,4.97,On-Time
742,2024-10-13,Plant_A,M1,Laminated,8.2,1459.38,60.62,4.42,4.91,0.76,Day,691.11,304,0.0,0,15.94,On-Time
743,2024-08-16,Plant_B,M2,Tempered,9.67,1468.29,71.89,4.77,9.39,0.76,Night,858.22,700,0.0,0,30.6,Delayed
744,2024-07-22,Plant_B,M3,Tempered,6.61,1447.7,111.07,4.72,4.45,0.85,Night,1396.24,389,0.083,1,0.22,Delayed
745,2024-05-31,Plant_B,M2,Laminated,5.2,1427.17,47.96,1.15,6.79,0.78,Night,552.35,637,0.0,0,48.11,Delayed
746,2024-12-30,Plant_A,M4,Float,10.51,1478.92,73.48,2.66,9.8,0.76,Day,715.36,748,0.036,1,10.37,Delayed
747,2024-10-09,Plant_A,M4,Laminated,5.79,1510.76,67.08,4.74,1.44,0.76,Night,1065.89,953,0.065,1,2.37,On-Time
748,2024-08-25,Plant_A,M2,Tempered,6.03,1538.33,88.42,3.79,6.74,0.8,Night,593.52,516,0.048,1,7.73,On-Time
749,2024-04-01,Plant_A,M3,Tempered,11.48,1401.04,98.97,2.99,3.79,0.94,Night,1367.15,567,0.0,0,2.82,Delayed
750,2024-12-08,Plant_B,M1,Laminated,7.66,1486.55,98.7,1.55,3.06,0.96,Night,520.12,601,0.0,0,28.43,On-Time
751,2024-03-19,Plant_B,M4,Float,6.47,1530.98,90.96,3.81,9.6,0.86,Day,899.72,436,0.0,0,38.53,On-Time
752,2024-07-04,Plant_A,M1,Float,4.98,1393.46,41.38,4.37,4.26,0.9,Night,970.82,372,0.0,0,36.1,Delayed
753,2024-11-22,Plant_B,M1,Float,2.61,1560.4,69.24,3.99,8.45,0.93,Night,538.81,585,0.027,1,32.2,Delayed
754,2024-04-06,Plant_B,M3,Laminated,11.35,1387.72,105.15,4.37,3.73,0.83,Night,970.71,457,0.0,0,1.86,On-Time
755,2024-04-25,Plant_B,M1,Laminated,11.47,1460.66,37.5,4.71,6.22,0.9,Night,1411.58,710,0.041,1,37.29,Delayed
756,2024-07-19,Plant_A,M3,Laminated,2.39,1460.78,46.81,4.32,7.9,0.81,Day,876.81,761,0.0,0,0.01,On-Time
757,2024-12-26,Plant_A,M2,Tempered,4.41,1466.59,102.53,2.12,2.72,0.85,Night,1365.65,367,0.0,0,4.71,Delayed
758,2024-07-22,Plant_B,M1,Tempered,5.56,1460.94,97.29,3.2,8.35,0.99,Day,1292.66,251,0.0,0,29.6,On-Time
759,2024-08-03,Plant_A,M1,Float,2.4,1498.57,43.7,3.67,3.56,0.88,Night,1086.77,654,0.0,0,50.17,On-Time
760,2024-03-11,Plant_A,M2,Tempered,4.65,1505.93,70.38,3.15,6.97,0.94,Day,894.81,370,0.0,0,9.04,Delayed
761,2024-04-16,Plant_B,M1,Tempered,11.33,1572.56,31.83,1.82,5.38,0.96,Day,1027.26,854,0.0,0,29.03,Delayed
762,2024-03-06,Plant_A,M3,Float,6.9,1463.03,40.78,4.21,3.22,0.97,Day,1410.82,699,0.0,0,31.21,Delayed
763,2024-09-21,Plant_B,M4,Float,8.77,1477.65,84.09,1.14,5.48,0.75,Day,682.92,415,0.0,0,25.95,Delayed
764,2024-05-08,Plant_B,M1,Laminated,8.23,1516.87,36.7,3.01,2.64,0.87,Night,1137.4,231,0.0,0,44.3,On-Time
765,2024-12-08,Plant_A,M4,Tempered,5.36,1480.91,73.58,3.59,1.17,0.9,Night,1118.59,657,0.0,0,5.15,On-Time
766,2024-02-13,Plant_B,M4,Laminated,2.91,1575.29,113.09,3.76,2.14,0.81,Day,1092.48,858,0.0,0,2.62,On-Time
767,2024-11-01,Plant_B,M3,Float,4.37,1427.82,36.03,1.11,3.2,0.96,Day,915.91,289,0.0,0,55.1,On-Time
768,2024-07-13,Plant_B,M3,Tempered,6.08,1534.34,47.21,3.07,9.17,0.94,Day,565.83,266,0.0,0,34.31,On-Time
769,2024-07-29,Plant_B,M2,Tempered,11.07,1504.73,109.15,2.64,5.34,0.72,Day,778.14,304,0.0,0,56.71,On-Time
770,2024-12-30,Plant_B,M4,Float,4.83,1447.59,71.48,3.69,2.46,0.85,Night,1238.54,745,0.0,0,37.58,On-Time
