batch_id,production_date,plant_id,machine_id,glass_type,thickness_mm,furnace_temperature_c,cooling_time_sec,pressure_bar,line_speed_mps,raw_material_quality,operator_shift,operator_experience_years,ambient_humidity_pct,furnace_zone,energy_consumption_kwh,produced_units,scrap_units,rework_units,defect_rate,defect_flag,estimated_scrap_cost_eur,packing_delay_min,downtime_min,shipment_status,co2_emissions_kg
1455,2024-08-23,Plant_B,M1,Solar,5.46,1528.21,71.44,3.84,6.94,0.92,Night,5.0,46.42,Zone_3,1043.97,819,6,0,0.0098,0,194.05,21.48,12.83,On-Time,428.03
1456,2024-08-12,Plant_C,M1,Tempered,6.52,1524.41,61.92,2.67,5.73,0.96,Day,5.5,47.83,Zone_1,1308.03,1106,7,0,0.01,0,154.02,15.0,0.0,On-Time,536.29
1457,2024-01-18,Plant_B,M5,Solar,4.78,1551.82,63.75,4.4,6.13,0.96,Weekend,9.2,62.14,Zone_1,754.07,544,22,7,0.0582,1,792.11,42.3,29.73,Delayed,309.17
1458,2024-12-23,Plant_B,M2,Laminated,10.78,1533.38,61.21,3.81,6.93,0.89,Day,5.6,51.36,Zone_3,1027.18,740,3,0,0.0052,0,86.46,9.35,3.28,On-Time,421.14
1459,2025-03-07,Plant_A,M2,Tempered,5.88,1548.3,71.59,3.3,7.62,0.92,Day,6.2,71.25,Zone_1,1012.43,846,5,0,0.0077,0,133.3,2.74,13.35,On-Time,415.1
1460,2024-05-26,Plant_B,M1,Solar,5.94,1518.72,56.29,3.9,7.52,0.82,Day,5.9,67.09,Zone_3,1254.2,1011,80,23,0.1039,1,2581.11,16.77,12.35,Delayed,514.22
1461,2024-03-16,Plant_B,M5,Tempered,5.27,1553.0,78.75,3.3,6.01,0.9,Day,7.4,71.46,Zone_2,1335.8,1055,6,0,0.0075,0,137.35,12.9,2.16,On-Time,547.68
1462,2024-09-07,Plant_A,M1,Solar,4.79,1507.29,77.26,2.83,6.38,0.88,Day,6.1,49.06,Zone_1,734.33,656,42,18,0.1043,1,1334.6,26.55,32.3,Delayed,301.08
1463,2024-05-23,Plant_C,M5,Laminated,11.18,1482.99,90.22,2.69,5.83,0.89,Day,6.7,68.8,Zone_3,634.11,527,48,20,0.1183,1,1261.17,30.82,18.49,Delayed,259.99
1464,2024-01-14,Plant_B,M1,Tempered,9.24,1523.16,59.54,3.43,6.95,0.87,Day,4.2,57.86,Zone_3,1158.75,1015,25,11,0.0358,1,638.58,15.82,15.63,On-Time,475.09
1465,2024-06-26,Plant_C,M2,Float,6.67,1492.43,61.55,2.89,7.55,0.87,Day,6.8,54.08,Zone_2,946.64,979,7,0,0.0119,0,119.53,19.14,11.21,On-Time,388.12
1466,2025-04-10,Plant_C,M3,Laminated,13.27,1539.17,71.87,3.21,5.1,0.86,Night,6.8,65.84,Zone_2,785.55,527,2,0,0.0058,0,56.95,41.32,21.75,Delayed,322.08
1467,2024-10-05,Plant_A,M5,Solar,4.71,1513.45,79.19,2.55,6.09,0.95,Weekend,0.9,50.39,Zone_1,591.72,509,3,0,0.0111,0,108.16,13.57,17.79,On-Time,242.61
1468,2025-02-14,Plant_C,M1,Tempered,4.07,1536.03,70.54,2.82,7.96,0.91,Day,6.1,67.26,Zone_3,883.11,727,3,0,0.006,0,75.89,12.77,1.06,On-Time,362.08
1469,2024-03-20,Plant_C,M4,Solar,3.23,1566.53,76.3,3.52,5.29,0.93,Day,7.2,61.38,Zone_3,1177.27,760,3,0,0.0048,0,105.94,10.43,1.48,On-Time,482.68
1470,2025-01-24,Plant_A,M1,Laminated,11.31,1501.59,82.46,2.25,6.14,0.89,Night,3.7,62.48,Zone_1,1265.75,1076,47,21,0.0739,1,1350.73,33.29,23.83,Delayed,518.96
1471,2024-04-16,Plant_A,M3,Laminated,8.43,1499.9,86.07,3.5,5.74,0.88,Day,2.6,78.73,Zone_2,973.35,799,23,6,0.051,1,697.99,9.84,4.46,On-Time,399.07
1472,2024-04-19,Plant_A,M2,Float,3.27,1449.73,77.19,3.11,8.72,0.82,Night,0.8,67.68,Zone_2,473.06,609,37,8,0.1055,1,565.73,22.0,24.49,Delayed,193.95
1473,2024-07-25,Plant_C,M1,Tempered,5.01,1511.26,55.7,3.66,6.45,0.82,Day,3.9,61.29,Zone_3,707.68,634,5,0,0.0114,0,111.72,11.16,10.1,On-Time,290.15
1474,2025-05-10,Plant_A,M1,Laminated,9.93,1537.18,101.29,2.76,7.18,0.88,Day,4.9,65.7,Zone_2,1312.1,1002,124,33,0.1396,1,3876.05,11.94,33.98,Delayed,537.96
1475,2024-12-31,Plant_B,M4,Tempered,8.9,1535.68,77.88,3.43,5.57,0.94,Day,9.3,55.09,Zone_2,1130.63,908,7,0,0.0093,0,175.34,8.28,13.13,On-Time,463.56
1476,2024-05-12,Plant_C,M1,Laminated,7.3,1518.36,83.65,3.3,6.89,0.85,Day,7.0,73.9,Zone_3,1230.18,918,4,0,0.0064,0,108.68,11.83,1.89,On-Time,504.37
1477,2025-05-29,Plant_A,M1,Solar,4.1,1572.35,63.93,4.0,6.77,0.92,Day,7.6,63.71,Zone_1,1531.79,1098,3,0,0.004,0,110.82,11.16,3.21,On-Time,628.03
1478,2024-06-04,Plant_C,M4,Float,5.13,1526.33,43.54,2.77,8.04,0.86,Weekend,2.7,66.5,Zone_1,499.5,440,3,0,0.008,0,45.18,12.69,13.49,On-Time,204.79
1479,2024-08-25,Plant_A,M2,Tempered,7.74,1529.99,69.25,3.57,6.66,0.98,Weekend,5.9,36.18,Zone_3,904.05,798,5,0,0.0102,0,110.08,17.28,14.2,On-Time,370.66
1480,2025-06-19,Plant_B,M4,Tempered,6.01,1509.76,73.91,3.77,6.99,0.95,Day,7.8,51.08,Zone_2,939.35,814,6,0,0.0119,0,158.61,14.93,9.52,On-Time,385.13
1481,2025-03-17,Plant_A,M4,Tempered,11.13,1511.43,80.31,3.13,5.5,0.95,Day,7.8,64.99,Zone_3,1146.26,1045,3,0,0.0041,0,70.11,13.4,16.43,On-Time,469.97
1482,2024-06-05,Plant_C,M4,Float,3.33,1481.23,65.42,2.86,7.99,0.89,Night,2.5,67.09,Zone_1,825.65,852,5,0,0.0104,0,77.31,16.65,2.15,On-Time,338.52
1483,2024-11-12,Plant_C,M1,Solar,3.49,1539.27,84.0,3.67,5.41,0.87,Day,0.5,47.53,Zone_2,734.76,546,1,0,0.004,0,32.3,22.1,2.15,Delayed,301.25
1484,2024-10-29,Plant_A,M1,Laminated,11.98,1485.52,79.39,2.84,5.32,0.82,Night,6.9,49.69,Zone_2,560.29,514,29,10,0.0765,1,858.85,31.8,33.65,Delayed,229.72
1485,2024-07-02,Plant_C,M4,Laminated,6.89,1530.03,96.91,3.37,4.31,0.83,Weekend,2.5,47.97,Zone_2,917.31,627,3,0,0.006,0,85.43,18.01,4.92,On-Time,376.1
1486,2025-03-28,Plant_C,M2,Float,6.52,1508.9,64.39,2.34,6.83,0.86,Weekend,8.3,74.72,Zone_2,646.92,637,25,4,0.0505,1,380.5,37.95,19.52,Delayed,265.24
1487,2024-10-20,Plant_B,M4,Tempered,10.49,1573.28,71.75,3.41,5.19,0.89,Day,7.5,41.24,Zone_3,873.74,625,2,0,0.0046,0,49.42,0.0,7.36,On-Time,358.23
1488,2024-11-17,Plant_B,M1,Solar,5.67,1525.41,70.83,3.97,6.87,0.81,Day,9.7,46.37,Zone_2,866.17,689,2,0,0.004,0,61.66,19.09,8.35,On-Time,355.13
1489,2024-02-13,Plant_C,M1,Tempered,10.86,1520.63,67.16,3.94,6.63,0.86,Night,6.1,64.42,Zone_3,1361.34,1164,51,12,0.0674,1,1272.0,45.39,29.0,Delayed,558.15
1490,2024-04-17,Plant_B,M4,Tempered,10.11,1496.0,65.68,2.79,6.15,0.92,Night,5.4,64.68,Zone_1,1075.36,980,107,17,0.1282,1,2371.33,27.83,34.56,Delayed,440.9
1491,2025-04-18,Plant_C,M1,Laminated,9.91,1485.14,73.51,2.99,7.24,0.83,Day,5.0,79.5,Zone_3,759.17,637,75,21,0.1352,1,1993.02,23.76,19.22,Delayed,311.26
1492,2025-04-21,Plant_A,M1,Tempered,9.99,1493.45,70.04,2.5,6.59,0.87,Night,7.9,56.16,Zone_2,701.99,723,7,0,0.0115,0,151.94,21.48,15.83,On-Time,287.82
1493,2024-07-23,Plant_B,M3,Float,7.62,1479.26,63.0,2.9,7.69,0.87,Day,5.2,50.77,Zone_3,782.7,846,6,0,0.008,0,87.96,16.98,0.73,On-Time,320.91
1494,2025-05-02,Plant_A,M3,Solar,3.45,1532.67,78.2,3.89,6.71,0.89,Day,7.6,66.5,Zone_1,1114.13,869,3,0,0.0051,0,106.1,15.79,9.22,On-Time,456.79
1495,2024-05-29,Plant_C,M2,Laminated,6.14,1526.03,66.04,3.04,6.15,0.92,Night,6.8,61.75,Zone_3,1326.02,948,3,0,0.0044,0,89.12,10.56,10.23,On-Time,543.67
1496,2024-03-04,Plant_B,M4,Solar,4.81,1548.14,80.31,3.89,5.75,0.86,Day,8.1,73.06,Zone_1,980.12,684,2,0,0.0051,0,71.64,14.5,13.4,On-Time,401.85
1497,2025-03-09,Plant_B,M3,Tempered,9.33,1513.72,68.47,3.41,4.78,0.86,Day,9.0,65.86,Zone_1,1210.5,1052,6,0,0.0097,0,150.87,7.78,14.79,On-Time,496.3
1498,2024-03-24,Plant_B,M4,Solar,5.38,1516.14,86.92,3.73,4.98,0.82,Night,4.0,69.58,Zone_3,949.49,733,5,0,0.0115,0,182.19,18.29,7.09,On-Time,389.29
1499,2024-07-07,Plant_A,M1,Solar,3.22,1491.41,84.94,3.82,6.19,0.89,Day,7.8,56.86,Zone_2,532.93,510,2,0,0.005,0,72.98,2.55,0.0,On-Time,218.5
1500,2024-12-23,Plant_B,M4,Solar,3.6,1534.48,77.25,3.63,5.02,0.85,Night,2.5,53.75,Zone_1,1261.72,925,5,0,0.0096,0,159.01,20.65,19.7,On-Time,517.31
1501,2025-03-23,Plant_B,M5,Solar,5.51,1515.61,70.57,4.16,7.22,0.89,Night,1.5,61.97,Zone_3,1016.8,820,2,0,0.004,0,61.58,13.85,10.37,On-Time,416.89
1502,2024-07-22,Plant_A,M5,Tempered,5.07,1495.71,89.77,2.79,6.09,0.83,Day,6.4,51.98,Zone_3,1142.23,1137,7,0,0.0074,0,180.9,16.34,10.14,On-Time,468.31
1503,2024-11-20,Plant_A,M2,Solar,3.37,1521.83,71.04,4.12,5.8,0.82,Weekend,4.3,40.44,Zone_2,736.71,606,2,0,0.0045,0,76.0,11.95,18.03,On-Time,302.05
1504,2024-04-26,Plant_C,M4,Laminated,6.11,1508.66,74.24,3.04,4.88,0.85,Night,7.8,67.1,Zone_1,746.86,540,1,0,0.004,0,29.06,15.19,8.31,On-Time,306.21
1505,2024-05-08,Plant_C,M4,Float,3.33,1460.57,52.43,2.6,8.04,0.88,Day,7.2,68.26,Zone_3,776.29,855,8,0,0.0114,0,123.99,19.8,7.41,On-Time,318.28
1506,2025-03-06,Plant_C,M5,Tempered,10.35,1511.59,87.73,3.39,5.92,0.83,Night,7.0,74.82,Zone_1,1026.58,896,8,0,0.0116,0,209.09,21.91,8.58,On-Time,420.9
1507,2024-07-14,Plant_C,M5,Float,7.85,1483.42,53.79,2.12,7.12,0.94,Day,7.4,46.29,Zone_2,1017.79,1093,59,11,0.0669,1,852.09,37.8,24.8,Delayed,417.29
1508,2024-11-10,Plant_C,M1,Solar,3.18,1522.83,57.26,4.29,5.09,0.89,Night,8.7,46.08,Zone_2,1321.7,1020,7,0,0.0075,0,261.2,29.05,15.94,Delayed,541.9
1509,2024-12-26,Plant_B,M5,Solar,5.21,1526.14,67.19,3.57,4.96,0.93,Night,5.8,47.84,Zone_2,1343.55,1044,6,0,0.0086,0,221.15,19.68,17.21,On-Time,550.86
1510,2024-06-29,Plant_B,M4,Laminated,13.53,1490.97,60.84,2.51,6.31,0.84,Day,2.8,55.69,Zone_3,670.03,525,30,9,0.103,1,924.87,24.54,26.5,Delayed,274.71
1511,2025-03-22,Plant_B,M3,Solar,5.87,1579.15,61.91,3.85,6.17,0.93,Night,5.8,80.47,Zone_3,1282.74,831,6,0,0.0117,0,208.39,5.55,12.84,On-Time,525.92
1512,2024-04-11,Plant_A,M1,Float,3.45,1503.27,71.24,3.14,6.77,0.96,Night,1.9,70.21,Zone_3,826.78,923,5,0,0.006,0,84.48,18.16,16.35,On-Time,338.98
1513,2024-04-16,Plant_B,M5,Float,5.6,1457.46,76.29,3.24,7.09,0.87,Night,3.3,70.43,Zone_3,629.31,762,73,19,0.1308,1,1075.39,36.57,22.58,Delayed,258.02
1514,2024-02-03,Plant_C,M3,Solar,3.91,1570.59,58.77,4.19,4.78,0.94,Day,9.0,68.37,Zone_2,966.84,620,2,0,0.0049,0,64.09,25.17,2.05,Delayed,396.4
1515,2024-04-27,Plant_A,M4,Float,6.76,1474.66,43.56,2.63,6.65,0.97,Day,7.7,80.17,Zone_2,860.43,983,3,0,0.0052,0,47.98,13.24,17.9,On-Time,352.78
1516,2025-02-09,Plant_A,M3,Tempered,4.99,1534.01,69.11,4.16,5.61,0.89,Day,5.8,61.35,Zone_2,654.24,553,2,0,0.006,0,48.88,5.19,0.08,On-Time,268.24
1517,2024-09-27,Plant_B,M4,Tempered,10.56,1497.84,67.54,2.92,7.02,0.89,Day,5.2,45.04,Zone_2,858.7,772,65,15,0.1082,1,1740.39,31.42,28.54,Delayed,352.07
1518,2024-01-27,Plant_A,M3,Laminated,13.29,1415.85,79.7,3.53,4.0,0.87,Day,10.2,61.89,Zone_3,422.36,460,3,0,0.0095,0,87.59,0.0,7.32,On-Time,173.17
1519,2024-09-04,Plant_C,M4,Tempered,11.37,1584.33,66.82,3.94,7.11,0.78,Night,6.7,42.85,Zone_2,629.75,419,2,0,0.0077,0,47.22,26.56,17.35,Delayed,258.2
1520,2025-03-15,Plant_A,M4,Tempered,6.07,1568.4,70.54,3.54,6.89,0.88,Day,6.6,65.83,Zone_2,1123.24,863,4,0,0.005,0,105.09,6.48,3.72,On-Time,460.53
1521,2025-03-23,Plant_A,M1,Tempered,10.31,1542.22,85.3,2.98,7.42,0.96,Day,3.4,69.36,Zone_3,602.73,534,2,0,0.0045,0,46.48,0.0,11.82,On-Time,247.12
1522,2025-02-05,Plant_C,M3,Tempered,7.85,1534.3,66.65,4.04,4.97,0.91,Weekend,7.0,68.29,Zone_1,1179.34,933,34,13,0.0515,1,850.46,22.3,27.35,Delayed,483.53
1523,2024-01-27,Plant_B,M1,Tempered,7.5,1524.46,81.57,3.49,5.62,0.88,Day,7.4,61.45,Zone_3,977.39,856,7,0,0.0116,0,183.06,9.91,9.92,On-Time,400.73
1524,2024-03-21,Plant_C,M4,Float,4.86,1526.59,53.21,2.35,6.03,0.85,Night,1.6,67.61,Zone_1,959.0,870,2,0,0.004,0,35.16,24.24,17.87,Delayed,393.19
1525,2025-01-01,Plant_A,M2,Tempered,10.66,1490.25,91.54,2.99,6.84,0.86,Day,3.8,67.21,Zone_3,1081.87,1088,5,0,0.0088,0,126.02,1.68,2.36,On-Time,443.57
1526,2025-01-22,Plant_B,M1,Laminated,12.61,1530.88,101.24,3.61,4.5,0.87,Day,3.9,52.72,Zone_1,1539.16,1135,4,0,0.0056,0,127.38,5.98,10.77,On-Time,631.06
1527,2024-04-15,Plant_A,M4,Float,4.75,1458.39,66.8,2.99,5.82,0.86,Day,4.8,62.52,Zone_2,888.03,1072,84,16,0.094,1,1264.91,32.39,19.29,Delayed,364.09
1528,2024-07-03,Plant_A,M1,Solar,5.1,1519.49,75.28,3.72,6.68,0.89,Night,2.7,48.07,Zone_1,643.31,554,3,0,0.0065,0,110.07,15.14,11.19,On-Time,263.76
1529,2025-05-17,Plant_A,M4,Float,5.04,1463.71,64.42,3.13,7.92,0.89,Day,4.7,52.21,Zone_3,671.34,787,41,13,0.0629,1,654.54,7.42,23.15,On-Time,275.25
1530,2025-03-05,Plant_B,M3,Solar,3.39,1547.24,83.69,4.03,6.53,0.9,Night,4.2,67.12,Zone_1,1288.91,916,3,0,0.0048,0,95.87,5.54,0.0,On-Time,528.45
1531,2024-07-01,Plant_C,M5,Float,7.83,1523.9,60.85,2.75,8.41,0.88,Day,7.0,76.42,Zone_2,761.59,728,3,0,0.0042,0,50.58,23.15,17.24,Delayed,312.25
1532,2025-05-10,Plant_C,M5,Float,5.3,1468.27,56.59,2.5,9.24,0.93,Day,4.8,64.9,Zone_3,918.73,1037,3,0,0.004,0,52.0,22.8,8.38,Delayed,376.68
1533,2024-05-04,Plant_A,M5,Float,6.5,1480.55,48.82,2.5,6.91,0.83,Night,2.8,60.22,Zone_3,878.41,1032,3,0,0.0054,0,44.99,12.41,14.25,On-Time,360.15
1534,2024-06-05,Plant_A,M3,Float,7.26,1489.08,74.31,3.11,6.85,0.9,Weekend,4.2,58.15,Zone_1,592.92,648,5,0,0.0086,0,75.11,15.5,11.35,On-Time,243.1
1535,2024-08-13,Plant_A,M2,Laminated,6.74,1491.45,100.81,2.49,6.57,0.97,Day,4.0,47.76,Zone_1,573.61,494,2,0,0.0067,0,63.85,7.78,2.5,On-Time,235.18
1536,2024-12-22,Plant_C,M5,Laminated,10.73,1542.46,87.27,3.34,4.32,0.8,Day,5.5,37.97,Zone_2,916.6,632,2,0,0.0041,0,57.8,24.7,8.79,Delayed,375.81
1537,2025-02-13,Plant_A,M3,Tempered,4.21,1498.95,72.98,2.72,7.25,0.91,Day,4.3,62.82,Zone_3,779.3,741,67,12,0.1018,1,1591.83,22.42,20.79,Delayed,319.51
1538,2025-02-06,Plant_A,M5,Laminated,11.92,1488.47,67.61,2.61,5.16,0.97,Day,7.6,56.27,Zone_1,559.18,495,1,0,0.004,0,29.0,11.02,11.16,On-Time,229.26
1539,2025-05-14,Plant_B,M4,Solar,5.24,1536.05,55.83,3.54,5.11,0.9,Night,4.9,61.58,Zone_2,1083.16,787,5,0,0.0081,0,171.9,14.96,22.15,On-Time,444.1
1540,2024-04-20,Plant_C,M4,Solar,3.06,1554.42,80.57,3.34,6.18,0.92,Day,8.2,67.74,Zone_2,921.76,612,3,0,0.0072,0,109.99,19.74,3.39,On-Time,377.92
1541,2024-03-06,Plant_B,M2,Float,7.56,1492.39,51.7,2.56,6.66,0.97,Weekend,6.5,64.02,Zone_2,426.4,454,4,0,0.0089,0,67.73,17.6,1.57,On-Time,174.82
1542,2024-10-27,Plant_C,M5,Laminated,13.22,1488.98,101.89,3.3,5.64,0.91,Day,7.2,43.43,Zone_1,786.7,639,3,0,0.0074,0,83.08,14.5,15.77,On-Time,322.55
1543,2024-11-26,Plant_B,M2,Laminated,10.93,1524.05,74.93,3.22,6.54,0.9,Day,7.5,44.89,Zone_1,1102.34,816,5,0,0.0101,0,156.84,27.35,19.56,Delayed,451.96
1544,2025-01-15,Plant_A,M3,Float,5.29,1464.41,63.86,2.96,6.49,0.96,Day,5.8,62.0,Zone_3,925.86,1109,36,8,0.0397,1,562.13,29.85,27.86,Delayed,379.6
1545,2024-12-02,Plant_A,M4,Laminated,9.8,1509.81,74.4,3.05,4.29,0.98,Weekend,2.3,51.78,Zone_3,994.89,784,23,11,0.0491,1,677.24,31.08,29.53,Delayed,407.9
1546,2024-10-17,Plant_C,M2,Tempered,10.77,1562.03,72.66,3.72,5.36,0.92,Day,7.0,43.06,Zone_2,1393.04,1034,5,0,0.0065,0,108.61,16.33,10.1,On-Time,571.15
1547,2024-03-17,Plant_C,M4,Solar,5.14,1585.52,76.31,3.44,4.39,0.84,Day,5.2,70.75,Zone_2,918.24,558,53,14,0.1151,1,1810.98,24.08,23.67,Delayed,376.48
1548,2024-02-20,Plant_B,M4,Float,3.8,1491.63,42.75,1.95,6.91,0.9,Weekend,9.2,54.98,Zone_2,616.57,626,24,9,0.0455,1,389.94,39.15,37.69,Delayed,252.79
1549,2025-04-08,Plant_A,M5,Laminated,6.56,1483.52,104.5,3.0,4.78,0.84,Night,6.7,61.02,Zone_1,986.51,881,3,0,0.004,0,80.0,6.04,9.51,On-Time,404.47
1550,2024-10-18,Plant_A,M5,Float,3.57,1474.38,68.17,2.94,6.61,0.89,Weekend,4.9,42.61,Zone_2,963.16,1153,5,0,0.0086,0,84.79,21.31,5.35,On-Time,394.9
1551,2025-02-16,Plant_A,M5,Float,4.89,1461.06,76.72,2.77,8.9,0.99,Day,7.6,61.23,Zone_1,502.88,635,3,0,0.0076,0,45.09,3.18,5.04,On-Time,206.18
1552,2024-04-07,Plant_B,M3,Laminated,11.84,1516.64,103.83,3.17,5.51,0.83,Day,3.9,76.51,Zone_2,1396.88,1042,5,0,0.0089,0,160.91,16.34,0.9,On-Time,572.72
1553,2024-11-16,Plant_B,M5,Float,4.07,1478.63,66.66,2.73,8.53,0.91,Day,7.9,46.31,Zone_3,844.74,950,6,0,0.0075,0,89.52,10.09,10.66,On-Time,346.34
1554,2025-05-20,Plant_C,M1,Laminated,10.93,1513.12,66.41,2.94,7.19,0.93,Weekend,5.8,59.63,Zone_1,1280.43,970,48,19,0.0629,1,1459.36,32.06,35.5,Delayed,524.98
1555,2024-02-18,Plant_A,M2,Float,7.36,1444.99,72.84,3.04,8.43,0.89,Weekend,6.5,60.33,Zone_3,803.57,1052,5,0,0.0065,0,86.37,22.21,9.91,Delayed,329.46
1556,2024-08-19,Plant_A,M1,Tempered,6.13,1516.08,73.93,3.39,5.83,0.85,Night,4.9,56.85,Zone_2,1218.81,1147,8,1,0.0107,0,179.64,13.15,9.33,On-Time,499.71
1557,2024-01-06,Plant_C,M1,Laminated,6.82,1526.7,71.9,2.95,4.42,0.87,Weekend,7.7,46.3,Zone_1,1265.79,921,5,0,0.0063,0,162.18,14.79,5.03,On-Time,518.97
1558,2024-11-07,Plant_A,M3,Laminated,13.88,1507.71,84.1,2.66,4.34,0.86,Night,4.5,40.52,Zone_2,977.43,783,3,0,0.0055,0,84.33,0.0,20.65,On-Time,400.75
1559,2024-06-23,Plant_A,M5,Solar,4.45,1530.01,81.92,4.02,5.56,0.98,Day,7.4,53.58,Zone_2,1205.97,974,6,0,0.0086,0,188.45,0.0,0.0,On-Time,494.45
1560,2025-02-27,Plant_C,M4,Float,3.2,1496.13,63.39,3.08,6.76,0.87,Night,2.4,69.48,Zone_1,514.04,495,3,0,0.0084,0,45.74,34.74,13.41,Delayed,210.76
1561,2025-05-16,Plant_B,M3,Solar,3.76,1521.47,64.16,3.57,6.18,0.87,Day,8.6,68.07,Zone_2,1118.09,860,6,0,0.0109,0,197.45,21.34,9.15,On-Time,458.42
1562,2024-03-25,Plant_B,M5,Tempered,5.8,1562.7,82.07,3.66,7.43,0.88,Night,1.4,71.48,Zone_3,1204.17,926,2,0,0.004,0,44.54,16.02,2.8,On-Time,493.71
1563,2024-03-20,Plant_A,M4,Float,5.94,1519.69,53.6,2.62,6.85,0.91,Day,5.9,72.46,Zone_3,632.84,623,50,7,0.0919,1,835.11,19.74,22.47,Delayed,259.46
1564,2025-01-29,Plant_A,M4,Float,5.66,1488.1,49.76,2.43,6.41,0.89,Day,5.7,61.94,Zone_3,978.45,1076,8,0,0.0116,0,128.65,25.27,7.21,Delayed,401.16
1565,2025-06-10,Plant_B,M3,Solar,3.19,1504.72,61.88,3.55,5.05,0.83,Night,1.8,60.44,Zone_3,776.4,627,57,28,0.1484,1,2052.69,42.19,30.68,Delayed,318.32
1566,2024-05-13,Plant_A,M3,Solar,3.09,1523.69,54.66,3.44,6.93,0.89,Weekend,10.7,60.93,Zone_3,901.89,721,4,0,0.0081,0,149.79,9.15,3.38,On-Time,369.77
1567,2025-02-13,Plant_A,M1,Laminated,6.34,1512.13,97.53,2.88,4.66,0.89,Day,2.7,59.15,Zone_3,1050.9,868,4,0,0.0056,0,124.86,4.4,0.0,On-Time,430.87
1568,2024-04-14,Plant_A,M4,Float,3.98,1476.7,51.7,2.38,7.67,0.94,Night,9.3,73.43,Zone_1,471.34,519,13,5,0.0369,1,217.87,30.25,27.47,Delayed,193.25
1569,2025-04-16,Plant_A,M3,Float,6.21,1473.98,73.65,2.8,8.59,0.99,Day,6.4,61.18,Zone_3,893.28,1036,5,0,0.0069,0,88.25,1.6,11.09,On-Time,366.24
1570,2024-09-28,Plant_A,M5,Float,6.79,1475.61,58.54,2.28,7.22,0.77,Day,5.6,38.32,Zone_1,938.22,1119,7,0,0.0076,0,105.13,17.59,4.46,On-Time,384.67
1571,2025-05-29,Plant_B,M5,Laminated,9.72,1537.08,63.17,3.71,4.31,0.94,Day,4.8,54.68,Zone_2,1517.67,1089,8,0,0.0102,0,211.99,0.0,13.03,On-Time,622.24
1572,2024-02-20,Plant_C,M4,Solar,4.12,1559.67,87.35,4.01,6.24,0.98,Day,5.3,60.58,Zone_1,1024.46,672,5,0,0.0113,0,156.39,10.82,2.94,On-Time,420.03
1573,2024-10-09,Plant_C,M5,Solar,5.39,1496.16,86.22,3.66,5.69,0.85,Day,4.8,42.12,Zone_1,646.61,545,2,0,0.0069,0,63.69,19.84,7.65,On-Time,265.11
1574,2024-09-11,Plant_A,M2,Float,3.78,1474.56,72.74,2.38,7.62,0.87,Day,5.9,41.91,Zone_1,759.22,899,5,0,0.0075,0,74.94,4.92,3.4,On-Time,311.28
1575,2024-09-01,Plant_A,M5,Float,7.29,1507.82,72.73,2.77,8.72,0.85,Day,6.9,44.98,Zone_3,1058.06,1142,7,0,0.0105,0,117.29,2.83,6.85,On-Time,433.8
1576,2025-02-18,Plant_B,M4,Float,4.84,1495.74,77.19,2.7,6.6,0.88,Day,3.2,61.5,Zone_3,565.13,564,3,0,0.0074,0,49.66,9.81,10.82,On-Time,231.7
1577,2024-07-29,Plant_A,M2,Laminated,8.98,1472.73,89.12,4.03,5.41,0.84,Night,7.1,51.87,Zone_3,634.51,582,45,18,0.122,1,1357.46,29.64,21.23,Delayed,260.15
1578,2024-01-04,Plant_A,M2,Solar,5.28,1529.29,64.66,3.69,5.04,0.81,Night,8.4,69.19,Zone_3,894.3,718,5,0,0.0103,0,158.98,13.34,10.53,On-Time,366.66
1579,2024-11-18,Plant_C,M1,Tempered,10.7,1566.48,74.66,3.26,6.64,0.86,Day,9.4,54.83,Zone_2,830.24,627,33,7,0.0775,1,843.44,27.45,20.59,Delayed,340.4
1580,2024-01-14,Plant_C,M4,Solar,4.15,1570.91,82.2,3.82,5.26,0.86,Day,10.0,58.77,Zone_1,789.69,497,2,0,0.004,0,74.93,24.52,15.36,Delayed,323.77
1581,2024-03-19,Plant_A,M1,Laminated,12.29,1509.96,65.49,2.91,6.2,0.93,Weekend,5.8,55.95,Zone_3,806.12,675,26,8,0.0482,1,733.41,26.38,36.1,Delayed,330.51
1582,2024-09-10,Plant_B,M1,Float,6.34,1514.28,45.78,2.82,8.35,0.95,Night,2.6,42.61,Zone_3,855.76,879,6,0,0.0101,0,89.06,12.01,4.82,On-Time,350.86
1583,2024-10-24,Plant_A,M5,Tempered,7.02,1499.89,77.34,3.43,7.81,0.92,Night,1.7,45.49,Zone_1,462.87,460,4,0,0.0095,0,88.05,22.62,15.06,Delayed,189.78
1584,2024-12-09,Plant_B,M4,Laminated,10.46,1523.34,87.45,2.73,6.39,0.89,Weekend,4.6,56.41,Zone_2,1293.14,937,3,0,0.0054,0,91.98,24.04,16.61,Delayed,530.19
1585,2024-09-16,Plant_B,M4,Float,3.4,1485.12,63.2,2.62,6.7,0.92,Night,9.4,38.09,Zone_2,411.11,415,1,0,0.0047,0,14.81,14.02,4.25,On-Time,168.56
1586,2025-06-14,Plant_C,M5,Solar,4.68,1520.37,74.64,3.53,5.37,0.71,Day,3.9,67.34,Zone_3,1063.9,820,61,17,0.1213,1,1887.76,15.86,23.94,Delayed,436.2
